id,lat,lon
1,21.05515372326593,105.91233988034062
2,21.056861060177873,105.9150025664296
3,21.055405509646434,105.91154271818512
4,21.0555499743596,105.91253049075362
5,21.05597113552211,105.91340367715391
6,21.04761537721745,105.9299265836982
7,21.048763668389213,105.92887600420937
8,21.048481850287896,105.93161870829205
9,21.049693576817354,105.93014355416554
10,21.04756834313093,105.92820819940442
11,21.027985756331613,105.78185771470643
12,21.02627187627113,105.77744757549505
13,21.026749884338024,105.77956144127374
14,21.02724588868103,105.77950074899582
15,21.025953933177277,105.7793218461733
16,21.02661550309803,105.87312405118729
17,21.027237621193574,105.87407704237076
18,21.028112122598596,105.87473775850626
19,21.0283575932723,105.87382510451084
20,21.026903025888526,105.87196305730352
21,21.091667650844734,105.8260403295626
22,21.08909621776027,105.82783469312214
23,21.088441153181797,105.82689556076214
24,21.09003024168252,105.82690108540422
25,21.09088213799701,105.82716231812292
26,21.03697290711848,105.71646237731439
27,21.036566782290016,105.71823795995105
28,21.036320840097105,105.71803254929891
29,21.040758527351226,105.713837585186
30,21.037580099467778,105.71715785446156
31,21.02517383402008,105.74998150086223
32,21.025454934333407,105.74913004263087
33,21.025163001399257,105.74955867965674
34,21.02384338879047,105.7511253681594
35,21.024469896230134,105.74900384425754
36,21.022682261339078,105.74415037401106
37,21.022397900603927,105.74230276870009
38,21.022102003642214,105.74253814174202
39,21.0216245070281,105.74466625964962
40,21.022426074196986,105.7416182835066
41,21.01901560350269,105.83291572422858
42,21.018729032118554,105.83488622514508
43,21.019023958409377,105.83413869434409
44,21.020611855790364,105.83365972515693
45,21.019525563449122,105.83539893747819
46,21.07270595253464,105.8383187417386
47,21.072096546182028,105.83730782682967
48,21.07192085473359,105.8377361321844
49,21.07118112366409,105.83678316034452
50,21.072411223836088,105.83761628256808
51,20.9999214201919,105.73379472538674
52,20.998702342264654,105.73529404334897
53,21.001235384580184,105.73459731283063
54,20.99978218031634,105.73410978534221
55,20.998100290054634,105.73357901847366
56,21.05687662747945,105.79632789290366
57,21.053928126442315,105.79748508772332
58,21.054534998035006,105.79602699491875
59,21.053663652916825,105.79908280634439
60,21.051498472617588,105.79471581244664
61,21.10366799462536,105.84863213186144
62,21.103382401850617,105.84749663282892
63,21.103857745588353,105.84428272895897
64,21.102168815047097,105.84705931784842
65,21.104151999571616,105.84815160152894
66,20.97553007134556,105.82932978932688
67,20.976624688041152,105.83204384544877
68,20.976322469391437,105.83135753115106
69,20.976415043754752,105.8311764880242
70,20.975629350757824,105.83152042199552
71,20.99534094527188,105.77502818758369
72,20.99545179941831,105.77649904523618
73,20.99354800615832,105.77678672646267
74,20.993726724837355,105.77636301532165
75,20.994886765563727,105.77275407093597
76,21.067128662379943,105.83955219270278
77,21.068549661251435,105.83920553224617
78,21.06860664533186,105.83884877683906
79,21.067664908848013,105.84076898687239
80,21.067379323270583,105.83857467511152
81,21.014361265820593,105.90937227940735
82,21.014259250604812,105.90943398310607
83,21.01510910129705,105.90968118248944
84,21.013459942150618,105.91135682991457
85,21.015920569413115,105.90947945957991
86,21.026269694293816,105.83499133629186
87,21.02532838967338,105.83337995553666
88,21.02564257896884,105.83479992791975
89,21.0269703927977,105.83796408123523
90,21.025025760202322,105.83464606063247
91,21.018599921994923,105.87255620187715
92,21.01533573175573,105.87038303372098
93,21.01560870251247,105.8710148052905
94,21.016750793098364,105.87128098110595
95,21.014394234138166,105.8743525236889
96,21.023558460363066,105.83031351597323
97,21.025356335273077,105.83041072521087
98,21.022029516102325,105.82878383037374
99,21.022731719777674,105.83095883538942
100,21.02273992632637,105.83089417634493
101,21.132167128918027,105.84614357430922
102,21.13383988060061,105.8456515916296
103,21.13314325086521,105.84945693383214
104,21.134307593305397,105.84826991446639
105,21.1343485056187,105.84573516136953
106,21.058016071872398,105.80367068937429
107,21.055363146827926,105.80652371356943
108,21.05478150243802,105.80519343341477
109,21.053720928552877,105.8049665905471
110,21.055476737289066,105.80562232744475
111,21.06574809072653,105.88135444241519
112,21.06635446031604,105.88135101998137
113,21.064272093253166,105.88204788279614
114,21.065503974790552,105.88121587836538
115,21.066339832977675,105.88307751288482
116,21.028511515722435,105.7867114348271
117,21.0298520794204,105.78800260427363
118,21.02932233432627,105.78606024254368
119,21.03189628322429,105.78727828886198
120,21.030309604514358,105.78736234849212
121,21.108161899521054,105.7914532375283
122,21.10789776636309,105.7897397081637
123,21.10719170730094,105.78937608131986
124,21.107863609111646,105.79116656606004
125,21.107729287689,105.79143342433018
126,21.048011149597947,105.91480921518814
127,21.046430629745004,105.91447148816272
128,21.046405952228397,105.91543586702275
129,21.04560368144754,105.91528810928835
130,21.04638909889266,105.9135985709651
131,21.021534017736343,105.90770090308354
132,21.02197844099104,105.90723988778545
133,21.02139490983452,105.90549588377479
134,21.022441626655944,105.90637640337468
135,21.019285028488543,105.90585612329116
136,21.06777689107703,105.82659508176081
137,21.0673617624682,105.82625750715698
138,21.06830574443207,105.82733701074602
139,21.06674967804594,105.8261335204729
140,21.06816878928513,105.8261867238144
141,20.977065928500014,105.80722796346548
142,20.978245518408944,105.80702888279909
143,20.975394007686628,105.80702875680082
144,20.977312986593393,105.80741394376189
145,20.97710074176903,105.8072932215139
146,21.00115231233302,105.81089734846466
147,21.00022469449127,105.8115274131229
148,20.99951264236772,105.80893305298649
149,20.999934082114112,105.81049757982947
150,20.999733425982562,105.81048331806227
151,21.078119399774454,105.81299670933781
